generation,min_fitness
1,45.68926040029105
2,44.292477290872164
3,42.678686657073996
4,42.182334990391574
5,40.664646355103606
6,40.53844928374271
7,40.38785704307481
8,39.509946742212115
9,38.93600426248898
10,37.028274029087086
11,37.014796753010344
12,36.281634659996016
13,36.281634659996016
14,35.57027105944337
15,35.55679378336662
16,35.55679378336662
17,35.5441920019251
18,35.42944623126404
19,35.41684444982251
20,35.41684444982251
21,35.41684444982251
22,35.41684444982251
23,35.41684444982251
24,35.41684444982251
25,35.41684444982251
26,35.41684444982251
27,35.41684444982251
28,35.41684444982251
29,35.41684444982251
30,35.41684444982251
31,35.41684444982251
32,35.41684444982251
33,35.41684444982251
34,35.41684444982251
35,35.0960560853032
36,35.0960560853032
37,34.77932178967179
38,34.77932178967179
39,34.69279840341948
40,34.69279840341948
41,34.69279840341948
42,34.63604120879153
43,34.63604120879153
44,34.63604120879153
45,34.63604120879153
46,34.54251605849833
47,34.54251605849833
48,34.54251605849833
49,34.54251605849833
50,34.54251605849833
51,34.54251605849833
52,34.273382719955656
53,34.04846754255486
54,34.04846754255486
55,33.84155317746379
56,33.84155317746379
57,33.84155317746379
58,33.84155317746379
59,33.84155317746379
60,33.84155317746379
61,33.79712973679458
62,33.79712973679458
63,33.79712973679458
64,33.79712973679458
65,33.79712973679458
66,33.79712973679458
67,33.79712973679458
68,33.79712973679458
69,33.79712973679458
70,33.79712973679458
71,33.79712973679458
72,33.79712973679458
73,33.79712973679458
74,33.79712973679458
75,33.79712973679458
76,33.79712973679458
77,33.79712973679458
78,33.79712973679458
79,33.79712973679458
80,33.79712973679458
81,33.79712973679458
82,33.79712973679458
83,33.40131505801778
84,33.40131505801778
85,33.36771622070597
86,33.24928472810336
87,33.24928472810336
88,33.24928472810336
89,33.24928472810336
90,32.87402274904064
91,32.87402274904064
92,32.87402274904064
93,32.87402274904064
94,32.87402274904064
95,32.87402274904064
96,32.87402274904064
97,32.87402274904064
98,32.87402274904064
99,32.87402274904064
100,32.87402274904064
101,32.87402274904064
102,32.87402274904064
103,32.87402274904064
104,32.87402274904064
105,32.87402274904064
106,32.87402274904064
107,32.87402274904064
108,32.87402274904064
109,32.87402274904064
110,32.87402274904064
111,32.87402274904064
112,32.87402274904064
113,32.87402274904064
114,32.87402274904064
115,32.87402274904064
116,32.87402274904064
117,32.87402274904064
118,32.850661802783264
119,32.81848608032986
120,32.81848608032986
121,32.81848608032986
122,32.79790869923633
123,32.79790869923633
124,32.79790869923633
125,32.752846738954645
126,32.752846738954645
127,32.752846738954645
128,32.752846738954645
129,32.752846738954645
130,32.752846738954645
131,32.30867351748125
132,32.30867351748125
133,32.30867351748125
134,32.30867351748125
135,32.30867351748125
136,32.30867351748125
137,32.30867351748125
138,32.30867351748125
139,32.30867351748125
140,32.30867351748125
141,32.30867351748125
142,32.30867351748125
143,32.30867351748125
144,32.30867351748125
145,32.30867351748125
146,32.30867351748125
147,32.30867351748125
148,32.30867351748125
149,32.30867351748125
150,32.30867351748125
151,32.235708461449406
152,32.235708461449406
153,32.235708461449406
154,32.235708461449406
155,31.95493234252082
156,31.95493234252082
157,31.95493234252082
158,31.95493234252082
159,31.95493234252082
160,31.95493234252082
161,31.95493234252082
162,31.95493234252082
163,31.95493234252082
164,31.95493234252082
165,31.95493234252082
166,31.95493234252082
167,31.95493234252082
168,31.95493234252082
169,31.95493234252082
170,31.95493234252082
171,31.95493234252082
172,31.95493234252082
173,31.95493234252082
174,31.95493234252082
175,31.95493234252082
176,31.95493234252082
177,31.95493234252082
178,31.95493234252082
179,31.95493234252082
180,31.95493234252082
181,31.95493234252082
182,31.95493234252082
183,31.858619940192284
184,31.858619940192284
185,31.858619940192284
186,31.858619940192284
187,31.81118828728434
188,31.81118828728434
189,31.81118828728434
190,31.81118828728434
191,31.81118828728434
192,31.81118828728434
193,31.81118828728434
194,31.81118828728434
195,31.81118828728434
196,31.81118828728434
197,31.81118828728434
198,31.81118828728434
199,31.81118828728434
200,31.81118828728434
201,31.81118828728434
202,31.81118828728434
203,31.81118828728434
204,31.81118828728434
205,31.721632808854764
206,31.721632808854764
207,31.721632808854764
208,31.721632808854764
209,31.721632808854764
210,31.721632808854764
211,31.721632808854764
212,31.691053610917724
213,31.691053610917724
214,31.47099963679677
215,31.47099963679677
216,31.47099963679677
217,31.47099963679677
218,31.47099963679677
219,31.47099963679677
220,31.47099963679677
221,31.47099963679677
222,31.47099963679677
223,31.47099963679677
224,31.47099963679677
225,31.47099963679677
226,31.47099963679677
227,31.47099963679677
228,31.47099963679677
229,31.47099963679677
230,31.47099963679677
231,31.47099963679677
232,31.47099963679677
233,31.47099963679677
234,31.47099963679677
235,31.20008495053393
236,31.20008495053393
237,31.158101257794375
238,31.158101257794375
239,31.158101257794375
240,31.158101257794375
241,31.158101257794375
242,31.158101257794375
243,31.158101257794375
244,31.158101257794375
245,31.158101257794375
246,31.158101257794375
247,31.158101257794375
248,31.158101257794375
249,31.158101257794375
250,31.158101257794375
251,31.158101257794375
252,31.14653166635341
253,31.14653166635341
254,31.14653166635341
255,30.690145146881548
256,30.690145146881548
257,30.690145146881548
258,30.657981598412405
259,30.657981598412405
260,30.640940265378344
261,30.6087767169092
262,30.6087767169092
263,30.6087767169092
264,30.6087767169092
265,30.470861489367213
266,30.470861489367213
267,30.470861489367213
268,30.470861489367213
269,30.470861489367213
270,30.470861489367213
271,30.470861489367213
272,30.470861489367213
273,30.470861489367213
274,30.470861489367213
275,30.470861489367213
276,30.470861489367213
277,30.470861489367213
278,30.160824243503054
279,30.160824243503054
280,30.160824243503054
281,30.160824243503054
282,30.160824243503054
283,30.160824243503054
284,30.160824243503054
285,30.160824243503054
286,30.160824243503054
287,30.160824243503054
288,30.160824243503054
289,30.160824243503054
290,30.160824243503054
291,30.160824243503054
292,30.160824243503054
293,30.160824243503054
294,30.160824243503054
295,30.160824243503054
296,30.160824243503054
297,30.160824243503054
298,30.160824243503054
299,30.160824243503054
300,30.160824243503054
301,29.979943600940505
302,29.979943600940505
303,29.979943600940505
304,29.979943600940505
