generation,min_fitness
1,44.833022277426345
2,43.91438459426241
3,40.21493107751323
4,39.74790408037792
5,39.66165384930918
6,38.2783992720264
7,38.23530096529629
8,37.770695378609865
9,37.68437400062834
10,37.21976841394191
11,37.21976841394191
12,37.174980670592376
13,36.6360567646998
14,36.6360567646998
15,36.358120252917494
16,35.86312765479919
17,35.46144489418505
18,35.17762662944663
19,34.68851578428444
20,34.211228691582654
21,33.97104198097516
22,33.66623920642565
23,33.534342791935586
24,33.09930972123875
25,32.67823159095712
26,32.16275366376122
27,32.00085579034283
28,31.515002784647162
29,31.405588847810538
30,31.405588847810538
31,31.320018127580777
32,31.088946115543248
33,30.931745521482917
34,30.509064869587274
35,30.4374349957567
36,30.209397280607043
37,30.13776740677647
38,29.93111830990888
39,29.93111830990888
40,29.79741262175617
41,29.51975732306951
42,29.405342987008805
43,29.405342987008805
44,29.36728735627629
45,28.990518521481718
46,28.911149992643917
47,28.867477778542334
48,28.536776310739036
49,28.493104096637452
50,28.332388550888822
51,28.134767888144186
52,28.010171266024024
53,27.695507271632337
54,27.584053117541213
55,27.428402420702444
56,27.130489710367474
57,26.944342068711
58,26.254642509214214
59,25.801079102040468
60,25.770582157222762
61,25.411027082144265
62,25.37295124011046
63,25.22956230011652
64,25.185890086014933
65,25.185890086014933
66,25.0831553109851
67,24.982472754285464
68,24.982472754285464
69,24.866756473690838
70,24.764021698661
71,24.761135479553634
72,24.761135479553634
73,24.686285357979525
74,24.634946344816935
75,24.634946344816935
76,24.634946344816935
77,24.546347122526676
78,24.24748711988708
79,24.158887897596827
80,24.158887897596827
81,24.158887897596827
82,24.158887897596827
83,24.158887897596827
84,24.125771443850965
85,24.125771443850965
86,24.11882080537368
87,24.099556152867653
88,23.88058760515183
89,23.618097212694725
90,23.618097212694725
91,23.555322884341894
92,23.292938008024816
93,23.292938008024816
94,23.292938008024816
95,23.292938008024816
96,23.24974704127013
97,23.24974704127013
98,23.24974704127013
99,23.22270362202745
100,23.22270362202745
101,23.22270362202745
102,23.160970563872286
103,22.887725867256737
104,22.825992809101574
105,22.4878748843615
106,22.46435560689513
107,22.426141826206337
108,22.426141826206337
109,22.426141826206337
110,22.426141826206337
111,22.28925609826543
112,22.28925609826543
113,22.28925609826543
114,22.28925609826543
115,22.28925609826543
116,22.28925609826543
117,22.28925609826543
118,22.12985006393213
119,22.100989797568772
120,22.100989797568772
121,21.77896616826021
122,21.74305443308645
123,21.74305443308645
124,21.627329527836647
125,21.627329527836647
126,21.372900329733937
127,21.372900329733937
128,21.372900329733937
129,21.322699698610954
130,21.322699698610954
131,21.322699698610954
132,21.322699698610954
133,21.322699698610954
134,21.212060787165715
135,21.1654492281874
136,21.1654492281874
137,21.1654492281874
138,21.1654492281874
139,20.975460008383987
140,20.975460008383987
141,20.975460008383987
142,20.975460008383987
143,20.975460008383987
144,20.975460008383987
145,20.874988732595565
146,20.72627518604119
147,20.508462102248103
148,20.40500783516286
149,20.40500783516286
150,20.40500783516286
151,20.40500783516286
152,20.40500783516286
153,20.076187126938922
154,20.076187126938922
155,20.031494674494276
156,20.031494674494276
157,20.031494674494276
158,20.031494674494276
159,19.928694336478735
160,19.928694336478735
161,19.928694336478735
162,19.928694336478735
163,19.928694336478735
164,19.928694336478735
165,19.928694336478735
166,19.928694336478735
167,19.928694336478735
168,19.928694336478735
169,19.928694336478735
170,19.928694336478735
171,19.928694336478735
172,19.928694336478735
173,19.928694336478735
174,19.720932773774496
175,19.439520316480298
176,19.439520316480298
177,19.308801698337994
178,19.308801698337994
179,19.308801698337994
180,19.308801698337994
181,18.946491734934312
182,18.946491734934312
183,18.946491734934312
184,18.946491734934312
185,18.89701494595248
186,18.89701494595248
187,18.89701494595248
188,18.895518687830602
189,18.541002073887846
190,18.539505815765967
191,18.539505815765967
192,18.539505815765967
193,18.539505815765967
194,18.539505815765967
195,18.442608187426032
196,18.412399097203075
197,18.412399097203075
198,18.402979347663422
199,18.402979347663422
200,18.402979347663422
201,18.359624262094467
202,18.359624262094467
203,18.359624262094467
204,18.359624262094467
205,18.359624262094467
206,18.359624262094467
207,18.359624262094467
208,18.352556225162047
209,18.352556225162047
210,18.352556225162047
211,18.21005353813463
212,18.21005353813463
213,18.21005353813463
214,18.172356398991514
215,18.172356398991514
216,18.172356398991514
217,18.172356398991514
218,18.172356398991514
219,17.99967426054324
220,17.99967426054324
221,17.90423377178101
222,17.847261137689813
223,17.847261137689813
224,17.847261137689813
225,17.847261137689813
226,17.847261137689813
227,17.8275083473439
228,17.8275083473439
229,17.8275083473439
230,17.8275083473439
231,17.8275083473439
232,17.8275083473439
233,17.8275083473439
234,17.8275083473439
235,17.8275083473439
236,17.25749108662681
237,17.25749108662681
238,17.25749108662681
239,17.25749108662681
240,17.25749108662681
241,17.25749108662681
242,17.25749108662681
243,17.25749108662681
244,17.25749108662681
245,17.25749108662681
246,17.12330848897744
247,17.12330848897744
248,17.12330848897744
249,17.12330848897744
250,17.12330848897744
251,17.12330848897744
252,17.12330848897744
253,17.055566336485775
254,17.02398777878079
255,16.956245626289125
256,16.939969391892525
257,16.939969391892525
258,16.939969391892525
259,16.811750902895348
260,16.811750902895348
261,16.811750902895348
262,16.71914658294865
263,16.71914658294865
264,16.71914658294865
265,16.635439082610826
266,16.635439082610826
267,16.635439082610826
268,16.635439082610826
269,16.635439082610826
270,16.635439082610826
271,16.635439082610826
272,16.635439082610826
273,16.599202419569732
274,16.599202419569732
275,16.575618746187782
276,16.575618746187782
277,16.575618746187782
278,16.575618746187782
279,16.575618746187782
280,16.575618746187782
281,16.575618746187782
282,16.575618746187782
283,16.575618746187782
284,16.575618746187782
285,16.5733280634114
286,16.399636554397688
287,16.399636554397688
288,16.33637224536825
