,mean,std,best,mutation,pcross,elitism,pmut,crossover,T
100,10.442838865930224,0.24955177276102716,9.900816991177416,random,0.7,True,0.01,pmx,12
101,12.034595036893197,1.1573875515449217,10.246760911255528,swap,0.7,True,0.1,ox,6
102,10.727780529258167,0.21197548056104495,10.29395315697451,swap,0.7,True,0.01,ox,2
103,11.307972804388887,0.6687425532203871,10.372980153319697,swap,0.8,True,0.1,ox,4
104,11.96641936780365,1.0871897085566837,10.58545401494617,swap,0.7,True,0.1,ox,4
105,12.659369496169314,1.0299738435000427,10.73970608265565,swap,0.8,True,0.1,ox,12
106,12.200521738079399,0.8125000040373607,10.847441239156243,swap,0.8,True,0.01,ox,4
107,12.01596701405337,1.2461961608155816,10.971692207378178,scramble,0.8,True,0.01,ox,2
108,12.215914921513129,0.6998498428904222,11.038581343956883,swap,0.8,True,0.1,ox,8
109,12.22486402424916,0.7870127180084121,11.041834789169986,swap,0.7,True,0.1,ox,8
110,12.687454931670803,0.8431790053106681,11.1440443498214,swap,0.7,True,0.1,pmx,4
111,12.467886174473511,0.7842796151234711,11.181687927011437,swap,0.7,True,0.1,pmx,2
112,11.985504889897348,0.636254521148584,11.196565426998816,swap,0.8,True,0.1,ox,6
113,12.294223713198015,0.712981515528795,11.290941747728032,swap,0.7,True,0.1,ox,12
114,12.19588437364216,0.6125356279638619,11.344540412157386,swap,0.7,True,0.1,pmx,10
115,11.854281735574297,0.3884144496452178,11.404013676877993,swap,0.8,True,0.1,ox,10
116,12.920050350978022,0.659374251429788,11.460111730401652,swap,0.7,True,0.1,pmx,6
117,12.7591866690695,0.8484661625267972,11.490697177656507,swap,0.7,True,0.1,pmx,8
118,12.407477548205161,0.6938925422137211,11.498248020295634,swap,0.7,True,0.1,ox,10
119,13.3890312325873,1.3759687080719636,11.502826749997585,swap,0.7,True,0.01,ox,6
120,12.767533969122523,0.7967624846587568,11.543447575100055,swap,0.7,True,0.1,pmx,12
121,12.62659634058104,0.6734202048121952,11.63632751422647,swap,0.7,True,0.01,ox,4
122,13.10894184130647,0.8639616010892734,11.668108760908389,swap,0.8,True,0.1,pmx,8
123,13.129447164181164,0.9453522658614164,11.728576228400378,swap,0.8,True,0.1,pmx,2
124,13.263985806168147,0.8316602170828012,11.750965523032091,swap,0.8,True,0.1,pmx,10
125,13.237117559526032,0.9815274217798468,11.831307679882658,swap,0.8,True,0.01,ox,6
126,12.964128780644984,0.8919957521794418,11.860817830999824,swap,0.8,True,0.1,pmx,12
127,13.252718036258631,0.7150343410097467,11.907177582167032,swap,0.8,True,0.1,pmx,4
128,13.458883259611392,0.964122444072827,12.004816674319413,scramble,0.7,True,0.01,ox,2
129,13.128382569207725,0.7554172402696238,12.171530697915443,swap,0.8,True,0.1,pmx,6
130,13.257458118090724,0.5468999725408621,12.352386225665796,swap,0.7,True,0.01,ox,10
131,13.369016033890512,0.7351791130893407,12.35609947816703,swap,0.7,True,0.01,ox,8
132,13.704731093650977,0.9000954414885743,12.487941674358964,swap,0.8,True,0.01,ox,12
133,13.76644286868021,0.945560750991141,12.564226712650177,swap,0.8,True,0.01,ox,10
134,14.904994840508081,1.3797794755037902,12.56982143426102,swap,0.7,True,0.01,pmx,6
135,14.803399500634432,1.4056711639762087,12.949753408003629,scramble,0.8,True,0.1,ox,4
136,15.483928704703056,1.5072720091302543,12.976389109246462,swap,0.7,True,0.01,pmx,10
137,14.506130795335693,0.7305956012765423,13.000226682768416,swap,0.8,True,0.01,pmx,8
138,14.66787118048876,1.1255373569331217,13.003360461038652,swap,0.7,True,0.01,pmx,8
139,14.084590634168602,0.9084546821118917,13.094858984896469,swap,0.7,True,0.01,ox,12
140,13.593243627179183,0.46731232676123363,13.117529802814811,swap,0.8,True,0.01,ox,8
141,17.79144946433871,1.9717248439584123,13.430490476370524,scramble,0.7,True,0.01,ox,4
142,14.950379793596678,0.9272465004602278,13.46848017491392,swap,0.8,True,0.01,pmx,2
143,15.043531885156284,0.7575483847551787,13.490513414190213,swap,0.8,True,0.01,pmx,4
144,14.970210162435858,0.9401155924870026,13.53983206776603,swap,0.7,True,0.01,pmx,12
145,14.845575354479783,1.0692668596130421,13.579876010487451,swap,0.8,True,0.01,pmx,12
146,14.955648481608048,0.7929037272837718,13.718582168028888,swap,0.8,True,0.01,pmx,10
147,15.427123588545005,1.0443974986297129,13.761267389681262,swap,0.8,True,0.01,pmx,6
148,15.672537103438088,1.23808536127331,13.811284346949009,scramble,0.8,True,0.01,ox,4
149,15.38315300784824,0.8734266187718599,13.963819240734464,swap,0.7,True,0.01,pmx,2
150,15.99630677670589,1.281168304233176,13.977114593379142,scramble,0.8,True,0.1,ox,6
151,15.183856425098464,0.6919528548514025,14.187938810892817,swap,0.7,True,0.01,pmx,4
152,17.746946273682294,1.6637155521142197,14.88066511780764,scramble,0.8,True,0.1,ox,10
153,16.617739990092737,1.2174414750864615,14.966785837353092,scramble,0.7,True,0.1,ox,6
154,17.6575451500803,1.3616503575554262,15.08226431720174,scramble,0.8,True,0.1,ox,8
155,16.813869118279506,1.4685280052060423,15.128983778609747,scramble,0.7,True,0.1,ox,4
156,17.530375016323184,1.337981725716802,15.447122201387511,scramble,0.8,True,0.1,ox,12
157,19.629199285500032,2.7594513369566336,15.83502398630683,scramble,0.8,True,0.01,ox,12
158,18.2497140318274,1.8838852327692122,15.868774515415708,scramble,0.7,True,0.1,ox,8
159,18.788540106601076,1.636249845574251,16.033995541619525,scramble,0.7,True,0.1,ox,10
160,18.814337700960436,1.175908658028046,16.200635285170232,scramble,0.7,True,0.1,ox,12
161,18.826552838394,1.1725577332892785,16.65741617585892,scramble,0.8,True,0.01,ox,8
162,18.872661922250167,1.6997404510675767,16.65843995234762,scramble,0.8,True,0.01,ox,6
163,19.613793675406225,1.7886077404247278,16.80338687241688,scramble,0.8,True,0.01,ox,10
164,20.31786797183925,1.7574863682272783,17.025551638483204,scramble,0.7,True,0.01,ox,8
165,20.670492612826674,1.762617600223519,17.626811711464914,scramble,0.7,True,0.1,pmx,4
166,19.70517062422416,1.1756070340211802,17.939283515237978,scramble,0.7,True,0.01,ox,6
167,19.700581302999105,0.9828958498009626,18.20495553646054,scramble,0.7,True,0.1,pmx,2
168,20.94912768619604,1.673046963480874,18.23042603254351,scramble,0.8,True,0.1,pmx,4
169,21.981532175932372,1.9139004906819232,18.384422371898197,scramble,0.8,True,0.1,pmx,6
170,19.50524258217117,0.7848839998273702,18.46405903646833,scramble,0.8,True,0.1,pmx,2
171,21.59712629005377,1.2528307374465417,19.485181197940776,scramble,0.8,True,0.1,pmx,10
172,21.61563655078545,1.1802667090265992,19.49865698694098,scramble,0.7,True,0.1,pmx,10
173,21.75046159616523,1.637185766112738,19.55203420529859,scramble,0.8,True,0.1,pmx,8
174,21.76631338218968,1.7685179740525807,19.6714619928744,scramble,0.7,True,0.1,pmx,8
175,23.224397029873245,2.2216129650009666,19.734012772170864,scramble,0.8,True,0.01,pmx,2
176,21.37909250963801,0.9904464703858042,20.13585419291208,scramble,0.7,True,0.01,ox,10
177,21.452891946794864,0.9377448877078668,20.44635152920329,scramble,0.7,True,0.1,pmx,12
178,22.183799727395517,1.2862688508749827,20.53321567904205,scramble,0.7,True,0.1,pmx,6
179,21.80994487045537,0.7582738425201887,20.61561575881988,scramble,0.8,True,0.1,pmx,12
180,24.577129100410836,1.9398994380813686,20.64072945654623,scramble,0.8,True,0.01,pmx,8
181,22.27441154702796,0.9641795877547065,21.132106913616525,scramble,0.7,True,0.01,ox,12
182,24.44517061487969,1.458224736356568,21.79758003577675,scramble,0.8,True,0.01,pmx,10
183,24.179695772959107,2.0655662825371195,21.87149782304532,scramble,0.8,True,0.01,pmx,6
184,24.26263864949727,1.3022450040557723,22.118287830435307,scramble,0.8,True,0.01,pmx,4
185,24.51683446969819,1.5782921728943131,22.208736986680208,scramble,0.7,True,0.01,pmx,4
186,24.782879750046398,1.4036024764732895,22.40627538416113,scramble,0.7,True,0.01,pmx,6
187,24.648900055236872,1.1076528482858112,22.464236242893904,scramble,0.7,True,0.01,pmx,8
188,23.938275045299353,0.9687995862429714,22.686273228907908,scramble,0.7,True,0.01,pmx,2
189,24.339077419541784,1.070716383914284,22.902939679916567,scramble,0.7,True,0.01,pmx,10
190,25.050229888803123,1.1944812365408084,23.79273741611084,scramble,0.7,True,0.01,pmx,12
191,25.826618372061045,1.029961255662428,24.47929708959298,scramble,0.8,True,0.01,pmx,12
