generation,min_fitness
1,44.76773668950119
2,43.944589084764175
3,42.55465350973037
4,41.601235446029506
5,40.97402541608024
6,40.113493053110474
7,39.94431635046276
8,38.52681332704238
9,37.622742848373065
10,37.37549360020369
11,36.69948595348222
12,36.215338754296695
13,36.215338754296695
14,35.72172783001023
15,34.707567396425134
16,34.6558033253956
17,33.99752075208579
18,33.41758837658624
19,33.322508935709735
20,32.851654843077995
21,32.79805130918582
22,32.332016325265606
23,31.750407636806678
24,31.45342876693106
25,31.45342876693106
26,31.45342876693106
27,31.352962886983224
28,30.771276174138826
29,30.666298306847196
30,30.412173402960512
31,30.24998553313009
32,30.00317209368452
33,29.586859319967413
34,29.586859319967413
35,29.46337590163899
36,29.004681495304062
37,29.004681495304062
38,28.810763560278364
39,28.622617473791216
40,28.328586646968553
41,27.98222929850449
42,27.479120603173882
43,27.479120603173882
44,27.13535214098205
45,27.13535214098205
46,26.92755073227203
47,26.61996485109238
48,26.299823527142372
49,26.23822737924034
50,25.886438117549545
51,25.6844135168938
52,25.464252938242396
53,25.269970870302526
54,25.098227280494367
55,25.098227280494367
56,24.82570536233534
57,24.82570536233534
58,24.82570536233534
59,24.755627342769863
60,24.711068840836166
61,24.27607010662592
62,24.20599208706044
63,23.787081912353045
64,23.787081912353045
65,23.717003892787567
66,23.717003892787567
67,23.554501066922754
68,23.54109883765515
69,23.419362512045048
70,23.309595170178238
71,23.197471704343197
72,22.87128190827016
73,22.87128190827016
74,22.104459165992754
75,22.104459165992754
76,22.104459165992754
77,21.993571277547794
78,21.993571277547794
79,21.882313316481056
80,21.59650294546535
81,21.485935627471374
82,21.485935627471374
83,20.955711016739667
84,20.76978882388358
85,20.45980981144504
86,20.372719741335917
87,20.372719741335917
88,20.29892556235048
89,20.29892556235048
90,20.288121860042207
91,20.174072435486494
92,20.174072435486494
93,20.082714199974117
94,19.87535018119875
95,19.87535018119875
96,19.82079036985141
97,19.593510906265617
98,19.31570849690759
99,19.31570849690759
100,19.31570849690759
101,19.106648715352367
102,19.106648715352367
103,19.044527266886412
104,19.044527266886412
105,18.943783809848284
106,18.943783809848284
107,18.801922107613084
108,18.801922107613084
109,18.70501702435605
110,18.55597715790939
111,18.48373376179088
