generation,min_fitness
1,44.381213444256346
2,44.381213444256346
3,44.17690502270112
4,43.57576803044634
5,42.21369610429671
6,41.83410680872549
7,39.97896608742897
8,39.102007804100765
9,38.74459093502471
10,37.72366773870615
11,37.72366773870615
12,37.2192869501534
13,37.13251796362021
14,36.27265043094366
15,36.27265043094366
16,35.792329100792514
17,35.10646647266731
18,35.10646647266731
19,34.678366370126824
20,34.61240411894944
21,34.29429241463263
22,33.60758472986717
23,33.06596349785535
24,33.06596349785535
25,33.06596349785535
26,32.69201663445266
27,32.33302781581225
28,32.33302781581225
29,32.09705281586288
30,31.80446020990092
31,31.415538815299534
32,31.415538815299534
33,30.762460033830962
34,29.439621173115572
35,29.439621173115572
36,29.25919534794297
37,29.053672448532602
38,27.09044459049992
39,27.09044459049992
40,27.019401229470105
41,26.977336985642914
42,26.31814690259431
43,26.08278690814652
44,26.0064314282628
45,25.649585800601244
46,25.377749960008988
47,25.242000670135738
48,24.833649640153723
49,24.744154260654756
50,24.239493030114698
51,23.877618867322596
52,23.63852710059776
53,23.268189096089323
54,23.00079601981392
55,23.00079601981392
56,22.38765380528926
57,22.38765380528926
58,22.337104444340625
59,22.305910915401643
60,22.197150868026384
61,21.730640568622526
62,21.730640568622526
63,21.618547993549655
64,21.618547993549655
65,21.54741381336865
66,21.54741381336865
67,21.54741381336865
68,21.379338446046408
69,21.379338446046408
70,21.379338446046408
71,21.379338446046408
72,21.08282793820626
73,21.011693758025256
74,21.011693758025256
75,20.863072185809838
76,20.863072185809838
77,20.863072185809838
78,20.526136712665483
79,20.526136712665483
80,20.526136712665483
81,20.48589235598028
82,20.303991609218436
83,20.303991609218436
84,20.303991609218436
85,20.303991609218436
86,20.303991609218436
87,20.303991609218436
88,20.303991609218436
89,20.303991609218436
90,20.303991609218436
91,20.303991609218436
92,20.303991609218436
93,20.303991609218436
94,20.303991609218436
95,20.303991609218436
96,20.303991609218436
97,20.303991609218436
98,20.303991609218436
99,20.303991609218436
100,20.303991609218436
101,20.303991609218436
102,20.303991609218436
103,20.303991609218436
104,20.303991609218436
105,20.303991609218436
106,20.303991609218436
107,20.303991609218436
108,20.303991609218436
109,20.303991609218436
110,20.303991609218436
111,20.303991609218436
112,20.303991609218436
113,20.303991609218436
114,20.303991609218436
115,20.303991609218436
116,20.303991609218436
117,20.303991609218436
118,20.303991609218436
119,20.303991609218436
120,20.303991609218436
121,20.303991609218436
122,20.303991609218436
123,20.303991609218436
124,20.303991609218436
125,20.303991609218436
126,20.303991609218436
127,20.303991609218436
128,20.303991609218436
129,20.303991609218436
130,20.303991609218436
131,20.303991609218436
132,20.303991609218436
133,20.303991609218436
134,20.303991609218436
135,20.303991609218436
136,20.303991609218436
137,20.303991609218436
138,20.303991609218436
139,20.303991609218436
140,20.303991609218436
141,20.303991609218436
142,20.303991609218436
143,20.303991609218436
144,20.303991609218436
145,20.303991609218436
146,20.303991609218436
147,20.303991609218436
148,20.303991609218436
149,20.303991609218436
150,20.303991609218436
151,20.303991609218436
152,20.303991609218436
153,20.303991609218436
154,20.303991609218436
155,20.303991609218436
156,20.303991609218436
157,20.303991609218436
158,20.303991609218436
159,20.303991609218436
160,20.303991609218436
161,20.303991609218436
162,20.303991609218436
163,20.303991609218436
164,20.303991609218436
165,20.303991609218436
166,20.303991609218436
167,20.303991609218436
168,20.303991609218436
169,20.303991609218436
170,20.303991609218436
171,20.303991609218436
172,20.303991609218436
173,20.303991609218436
174,20.303991609218436
175,20.303991609218436
176,20.303991609218436
177,20.303991609218436
178,20.303991609218436
179,20.303991609218436
180,20.303991609218436
181,20.303991609218436
182,20.303991609218436
183,20.303991609218436
184,20.303991609218436
185,20.303991609218436
186,20.303991609218436
187,20.303991609218436
188,20.303991609218436
189,20.303991609218436
190,20.303991609218436
191,20.303991609218436
192,20.303991609218436
193,20.303991609218436
194,20.303991609218436
195,20.303991609218436
196,20.303991609218436
197,20.303991609218436
198,20.303991609218436
199,20.303991609218436
200,20.303991609218436
201,20.303991609218436
202,20.303991609218436
203,20.303991609218436
204,20.303991609218436
205,20.303991609218436
206,20.303991609218436
207,20.303991609218436
208,20.303991609218436
209,20.201167269529822
210,20.201167269529822
211,20.201167269529822
212,20.201167269529822
213,20.161801485077273
214,20.161801485077273
215,20.161801485077273
216,20.161801485077273
217,20.161801485077273
218,20.161801485077273
219,20.161801485077273
220,20.161801485077273
221,20.161801485077273
222,20.161801485077273
223,20.161801485077273
224,20.161801485077273
225,20.161801485077273
226,20.161801485077273
227,20.161801485077273
228,20.161801485077273
229,20.161801485077273
230,20.161801485077273
231,20.161801485077273
232,20.161801485077273
233,20.161801485077273
234,20.161801485077273
235,20.161801485077273
236,20.161801485077273
237,20.161801485077273
238,20.161801485077273
239,20.161801485077273
240,20.161801485077273
241,20.161801485077273
242,20.161801485077273
243,20.161801485077273
244,20.161801485077273
